uid;abstract_id;conference_acronym;conference_place;creators_json;creator_names;creators_amount;creators_group_type;creators_group_publication;groups_with_female;creators_with_female_YN;creators_with_female_amount;creators_with_male_amount;creators_group_interdisciplinary;title;format_type
14052;52;DHd 2014;Passau;[{'affiliation': 'Universität Tübingen, Germany', 'name': 'Lang, Matthias'}];Lang, Matthias;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Objekte – Raum – Zeit: Die Archäologie – ein Sonderfall der Digital Humanities?;
14053;53;DHd 2014;Passau;[{'affiliation': 'Universität Passau, Germany', 'name': 'Lehner, Franz'}];Lehner, Franz;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Interdisziplinarität als Herausforderung und Hemmnis für eine disziplinäre Entwicklung - Digital Humanities und Wirtschaftsinformatik im Vergleich;
14054;54;DHd 2014;Passau;[{'affiliation': 'Helmut Schmidt Universität Hamburg', 'name': 'Lemke, Matthias'}, {'affiliation': 'Universität Leipzig, Germany', 'name': 'Wiedemann, Gregor'}];"Lemke, Matthias;Wiedemann, Gregor";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_INTER;Post-Democracy and Neoliberalism;
14055;55;DHd 2014;Passau;[{'affiliation': 'Ludwig-Maximilians-Universität, Germany', 'name': 'Lücke, Stephan'}, {'affiliation': 'Ludwig-Maximilians-Universität, Germany', 'name': 'Krefeld, Thomas'}];"Lücke, Stephan;Krefeld, Thomas";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_NICHT;Das Projekt 'VerbaAlpina';
14056;56;DHd 2014;Passau;[{'affiliation': 'IFK Internationales Forschungszentrum Kulturwissenschaften an der Kunstuniversität Linz, Austria', 'name': 'Meßner, Daniel'}];Meßner, Daniel;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Gehör verschaffen! Die Produktion und Verbreitung von digitalen Radiosendungen;
14057;57;DHd 2014;Passau;[{'affiliation': 'Justus-Liebig-Universität Gießen, Germany', 'name': 'Binder, Frank'}, {'affiliation': 'Herder-Institut für historische Ostmitteleuropaforschung', 'name': 'Schmidt, Annalena'}, {'affiliation': 'Justus-Liebig-Universität Gießen, Germany', 'name': 'Entrup, Bastian'}, {'affiliation': 'Justus-Liebig-Universität Gießen, Germany', 'name': 'Roth, Markus'}, {'affiliation': 'Justus-Liebig-Universität Gießen, Germany', 'name': 'Lobin, Henning'}];"Binder, Frank;Schmidt, Annalena;Entrup, Bastian;Roth, Markus;Lobin, Henning";5;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;4;Kleingruppe_INTER;GeoBib - Georeferenzierte Online-Bibliographie früher Holocaust- und Lagerliteratur;
14058;58;DHd 2014;Passau;[{'affiliation': 'Niedersächsische Staats- und Universitätsbibliothek Göttingen, Germany', 'name': 'Neuroth, Heike'}, {'affiliation': 'Niedersächsische Staats- und Universitätsbibliothek Göttingen, Germany', 'name': 'Schmunk, Stefan'}, {'affiliation': 'Niedersächsische Staats- und Universitätsbibliothek Göttingen, Germany', 'name': 'Martina, Kerzel'}, {'affiliation': 'Niedersächsische Staats- und Universitätsbibliothek Göttingen, Germany', 'name': 'Blümm, Mirjam'}];"Neuroth, Heike;Schmunk, Stefan;Martina, Kerzel;Blümm, Mirjam";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;3;1;Kleingruppe_INTER;DARIAH-DE – Aufbau von Forschungsinfrastrukturen für die e-Humanities;
14059;59;DHd 2014;Passau;[{'affiliation': 'Universität Leipzig, Germany', 'name': 'Niekler, Andreas'}, {'affiliation': 'Universität Leipzig, Germany', 'name': 'Wiedemann, Gregor'}, {'affiliation': 'Helmut-Schmidt-Universität / Universität der Bundeswehr', 'name': 'Dumm, Sebastian'}, {'affiliation': 'Universität Leipzig, Germany', 'name': 'Heyer, Gerhard'}];"Niekler, Andreas;Wiedemann, Gregor;Dumm, Sebastian;Heyer, Gerhard";4;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;4;Kleingruppe_INTER;Creating dictionaries for argument identification by reference data;
14060;60;DHd 2014;Passau;[{'affiliation': 'Universität Hamburg, Germany', 'name': 'Oeltjen, Wiebke'}];Oeltjen, Wiebke;1;Single;;Single_WAHR;WAHR;1;0;Single_NICHT;MyCoRe – Eine Software für Repositorien in den Geisteswissenschaften;
14061;61;DHd 2014;Passau;[{'affiliation': 'Johannes-Gutenberg-Universität, Germany', 'name': 'Over, Berthold'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Roeder, Torsten'}];"Over, Berthold;Roeder, Torsten";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_INTER;MUSICI und MusMig. Kontinuitäten und Diskontinuitäten;
14062;62;DHd 2014;Passau;[{'affiliation': 'Hochschule für Gestaltung Karlsruhe, Germany', 'name': 'Peter, Dorothea'}];Peter, Dorothea;1;Single;;Single_WAHR;WAHR;1;0;Single_NICHT;Der Presenter - Eine Webanwendung zur Visualisierung und Präsentation von individuell und kollaborativ erzeugten Sinnstrukturen.;
14063;63;DHd 2014;Passau;[{'affiliation': 'Leibniz Universität Hannover, Germany', 'name': 'Philipps, Axel'}, {'affiliation': 'Leibniz Universität Hannover, Germany', 'name': 'Barlösius, Eva'}];"Philipps, Axel;Barlösius, Eva";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_NICHT;Zur Sichtbarkeit von Street Art in Flickr. Methodische Reflexionen zur Zusammenarbeit von Soziologie und Informatik;
14064;64;DHd 2014;Passau;[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Plutte, Christoph'}, {'affiliation': 'Universität Bamberg', 'name': 'Gradl, Tobias'}, {'affiliation': 'Universität Bamberg', 'name': 'Henrich, Andreas'}];"Plutte, Christoph;Gradl, Tobias;Henrich, Andreas";3;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;3;Kleingruppe_INTER;Die DARIAH-DE Architektur zur forschungsorientierten Föderation von Kollektionen in den Digital Humanities;
14065;65;DHd 2014;Passau;[{'affiliation': 'Albert-Ludwigs-Universität Freiburg, Germany', 'name': 'Podtergera, Irina'}, {'affiliation': 'Albert-Ludwigs-Universität Freiburg, Germany', 'name': 'Mocken, Susanne'}];"Podtergera, Irina;Mocken, Susanne";2;Duo;;Duo_WAHR;WAHR;2;0;Duo_NICHT;SlaVaComp - Kirchenslavisch digital: wozu?;
14066;66;DHd 2014;Passau;[{'affiliation': 'Georg-August-Universität Göttingen, Germany, Theodor Fontane-Arbeitsstelle, Seminar für Deutsche Philologie', 'name': 'Radecke, Gabriele'}, {'affiliation': 'Niedersächsiche Staats- und Universitätsbibliothek Göttingen, Germany', 'name': 'de la Iglesia, Martin'}, {'affiliation': 'Niedersächsiche Staats- und Universitätsbibliothek Göttingen, Germany', 'name': 'Göbel, Mathias'}];"Radecke, Gabriele;de la Iglesia, Martin;Göbel, Mathias";3;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;3;Kleingruppe_INTER;Theodor Fontanes Notizbücher. Konzept und Beispiele der genetisch-kritischen und kommentierten Hybrid-Edition;
14067;67;DHd 2014;Passau;[{'affiliation': 'Justus-Liebig-Universität Gießen, Germany', 'name': 'Binder, Frank'}, {'affiliation': 'Herder-Institut für historische Ostmitteleuropaforschung', 'name': 'Schmidt, Annalena'}, {'affiliation': 'Justus-Liebig-Universität Gießen, Germany', 'name': 'Entrup, Bastian'}, {'affiliation': 'Justus-Liebig-Universität Gießen, Germany', 'name': 'Roth, Markus'}, {'affiliation': 'Justus-Liebig-Universität Gießen, Germany', 'name': 'Lobin, Henning'}];"Binder, Frank;Schmidt, Annalena;Entrup, Bastian;Roth, Markus;Lobin, Henning";5;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;4;Kleingruppe_INTER;GeoHumanities: Karten, Daten, Texte in den digitalen Geisteswissenschaften;
14068;68;DHd 2014;Passau;[{'affiliation': 'Ludwig-Maximilians-Universität München, Germany', 'name': 'Riepl, Christian'}];Riepl, Christian;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Was ich nicht weiß, ... macht mich heiß: Zum Mehrwert der Anwendung informatischer Methoden bei der Analyse von Textkorpora am Beispiel des Projektes 'Biblia Hebraica transcripta';
14069;69;DHd 2014;Passau;[{'affiliation': 'Cologne Center for eHumanities, Universität zu Köln', 'name': 'Sahle, Patrick'}];Sahle, Patrick;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;DH? Gibt's doch gar nicht?! - Integration oder Desintegration der Digital Humanities in Deutschland;
14070;70;DHd 2014;Passau;[{'affiliation': 'Otto-von Guericke-Universität Magdeburg, Germany', 'name': 'Satjukow, Silke'}, {'affiliation': 'Otto-von Guericke-Universität Magdeburg, Germany', 'name': 'Nürnberger, Andreas'}, {'affiliation': 'Otto-von Guericke-Universität Magdeburg, Germany', 'name': 'Low, Thomas'}, {'affiliation': 'Otto-von Guericke-Universität Magdeburg, Germany', 'name': 'Bergold, Björn'}];"Satjukow, Silke;Nürnberger, Andreas;Low, Thomas;Bergold, Björn";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;3;Kleingruppe_INTER;Erinnerungskultur(en) im World Wide Web – digitale Werkzeuge zur Suche, Dokumentation und Analyse zeithistorischer Narrative im Internet;
14071;71;DHd 2014;Passau;[{'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Schelbert, Georg'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Minow, Juliane'}];"Schelbert, Georg;Minow, Juliane";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_NICHT;Imagelab - Digitale Bildwerkzeuge in Forschung und Lehre;
14072;72;DHd 2014;Passau;[{'affiliation': 'Max-Weber-Kolleg für kultur- und sozialwissenschaftliche Studien der Universität Erfurt, Germany, Arbeitsgemeinschaft Geschichte und EDV e.V., Interdisciplinary Center of E-Humanities in History and Social Sciences', 'name': 'Scheuermann, Leif'}, {'affiliation': 'Fachbereich III - Neuere und Neueste Geschichte, Universität Trier, Interdisciplinary Center of E-Humanities in History and Social Sciences', 'name': 'Grotum, Thomas'}, {'affiliation': 'Historisches Seminar - Arbeitsbereich Alte Geschichte, Universität Hamburg, Interdisciplinary Center of E-Humanities in History and Social Sciences', 'name': 'Rieß, Werner'}, {'affiliation': 'Arbeitsgemeinschaft Geschichte und EDV e.V., FB III - Alte Geschichte, Universität Trier, Interdisciplinary Center of E-Humanities in History and Social Sciences', 'name': 'Schäfer, Christoph'}, {'affiliation': 'Arbeitsgemeinschaft Geschichte und EDV e.V., FB III - Alte Geschichte, Universität Trier, Interdisciplinary Center of E-Humanities in History and Social Sciences, Historisches Seminar - Lehrstuhl Alte Geschichte, Universität Leipzig', 'name': 'Schubert, Charlotte'}, {'affiliation': 'Fraunhofer Institut für digitale Medientechnologie Ilmenau, Interdisciplinary Center of E-Humanities in History and Social Sciences', 'name': 'Jantke, Klaus P.'}, {'affiliation': 'Arbeitsgemeinschaft Geschichte und EDV e.V, Interdisciplinary Center of E-Humanities in History and Social Sciences, Institut für Alte Geschichte und Altertumskunde – Karl Franzens-Universität Graz', 'name': 'Spickermann, Wolfgang'}];"Scheuermann, Leif;Grotum, Thomas;Rieß, Werner;Schäfer, Christoph;Schubert, Charlotte;Jantke, Klaus P.;Spickermann, Wolfgang";7;Großgruppe;;Großgruppe_WAHR;WAHR;1;6;Großgruppe_INTER;ICE/AGE - Von der Anwendungsinsel zum digitalen Marktplatz und Hörsaal;
14073;73;DHd 2014;Passau;[{'affiliation': 'Universität Graz, Austria', 'name': 'Scholger, Walter'}];Scholger, Walter;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Freier Wissenszugang gegen Geistiges Eigentum: Hürden und Lösungsmodelle für Forschung und Lehre im digitalen Raum;
14074;74;DHd 2014;Passau;[{'affiliation': 'Bayerische Staatsbibliothek München, Germany', 'name': 'Schreiber, Carolin'}, {'affiliation': 'Bayerische Staatsbibliothek München, Germany', 'name': 'Glorius, Lydia'}];"Schreiber, Carolin;Glorius, Lydia";2;Duo;;Duo_WAHR;WAHR;2;0;Duo_NICHT;Pilotphase Handschriftendigitalisierung;
14075;75;DHd 2014;Passau;[{'affiliation': 'IMA/ZLW der RWTH Aachen University, Germany', 'name': 'Schuster, Katharina'}, {'affiliation': 'IMA/ZLW der RWTH Aachen University, Germany', 'name': 'Bach, Ursula'}, {'affiliation': 'IMA/ZLW der RWTH Aachen University, Germany', 'name': 'Richert, Anja'}, {'affiliation': 'IMA/ZLW der RWTH Aachen University, Germany', 'name': 'Jeschke, Sabina'}];"Schuster, Katharina;Bach, Ursula;Richert, Anja;Jeschke, Sabina";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;4;0;Kleingruppe_INTER;Einfluss immersiver Benutzerschnittstellen auf kognitive Prozesse in virtuellen Lernumgebungen;
14076;76;DHd 2014;Passau;[{'affiliation': 'Österreichische Akademie der Wissenschaften, Austria', 'name': 'Schöpf, Jürgen'}, {'affiliation': 'Österreichische Akademie der Wissenschaften, Austria', 'name': 'Spitzbart, Johannes'}, {'affiliation': 'Österreichische Akademie der Wissenschaften, Austria', 'name': 'Fennesz-Juhasz, Christiane'}];"Schöpf, Jürgen;Spitzbart, Johannes;Fennesz-Juhasz, Christiane";3;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;Besonderheiten audiovisueller Forschungsarchive in den 'Digital Humanities';
14077;77;DHd 2014;Passau;[{'affiliation': 'Lehrstuhl für Computerphilologie', 'name': 'Schöch, Christof'}, {'affiliation': 'Universität Würzburg, Germany', 'name': 'Steffen, Pielström'}];"Schöch, Christof;Steffen, Pielström";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_INTER;Für eine computergestützte literarische Gattungsstilistik;
14078;78;DHd 2014;Passau;[{'affiliation': 'Forschungszentrum L3S / Leibniz Universität Hannover, Deutschland', 'name': 'Bischoff, Kerstin'}, {'affiliation': 'Soziologisches Forschungsinstitut Göttingen, Deutschland', 'name': 'Hanekop, Heidemarie'}, {'affiliation': 'Universität Trier, Neuere und Neueste Geschichte', 'name': 'Brückweh, Kerstin'}, {'affiliation': 'Soziologisches Forschungsinstitut Göttingen, Universität Hamburg, Fachbereich Sozialökonomie, Deutschland', 'name': 'Mayer-Ahuja, Nicole'}];"Bischoff, Kerstin;Hanekop, Heidemarie;Brückweh, Kerstin;Mayer-Ahuja, Nicole";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;4;0;Kleingruppe_INTER;Herausforderungen und Best Practices interdisziplinärer Kooperation in den eHumanities – Erfahrungen aus dem BMBF-Verbund 'Gute Arbeit' nach dem Boom;
14079;79;DHd 2014;Passau;[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz, Austria', 'name': 'Semlak, Martina'}];Semlak, Martina;1;Single;;Single_WAHR;WAHR;1;0;Single_NICHT;Digitale Edition als Methode kunsthistorischer Forschung: Die Werktagebücher von Hartmut Skerbisch;
14080;80;DHd 2014;Passau;[{'affiliation': 'Universität Heidelberg, Germany', 'name': 'Simek, Jakub'}];Simek, Jakub;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Eine digitale Ausgabe des 'Welschen Gastes' als Chance für neue Analyse- und Visualisierungsmethoden;
14081;81;DHd 2014;Passau;[{'affiliation': 'Universität Hamburg, Germany', 'name': 'Stark, Martin'}, {'affiliation': 'Universität Trier, Germany', 'name': 'Kronenwett, Michael'}];"Stark, Martin;Kronenwett, Michael";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_INTER;Digital Humanities und Digitale Netzwerkkarten: VennMaker als Softwarewerkzeug für die Geisteswissenschaften;
14082;82;DHd 2014;Passau;[{'affiliation': 'Österreichische Akademie der Wissenschaften, Austria', 'name': 'Stieglecker, Maria'}, {'affiliation': 'Landesarchiv Baden-Württemberg, Germany', 'name': 'Frauenknecht, Erwin'}, {'affiliation': 'Österreichische Akademie der Wissenschaften, Austria', 'name': 'Wenger, Emanuel'}];"Stieglecker, Maria;Frauenknecht, Erwin;Wenger, Emanuel";3;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;WZIS und Bernstein. Die digitale Erschließung, Visualisierung und Vernetzung von Wasserzeichen.;
14083;83;DHd 2014;Passau;[{'affiliation': 'Universität Graz, Austria', 'name': 'Stigler, Johannes'}, {'affiliation': 'Universität Graz, Austria', 'name': 'Scholger, Walter'}, {'affiliation': 'Universität Graz, Austria', 'name': 'Semlak, Martina'}, {'affiliation': 'Universität Graz, Austria', 'name': 'Steiner, Elisabeth'}, {'affiliation': 'Universität Graz, Austria', 'name': 'Vasold, Gunter'}, {'affiliation': 'Universität Graz, Austria', 'name': 'Vogeler, Georg'}];"Stigler, Johannes;Scholger, Walter;Semlak, Martina;Steiner, Elisabeth;Vasold, Gunter;Vogeler, Georg";6;Großgruppe;;Großgruppe_WAHR;WAHR;2;4;Großgruppe_NICHT;GAMS: Geisteswissenschaftliches Asset Management System. Funktionalitäten und Prozesse eines FEDORA-basierten Digitalen Archivs.;
14084;84;DHd 2014;Passau;[{'affiliation': 'Hochschule Darmstadt, Germany', 'name': 'Störl, Uta'}, {'affiliation': 'Hochschule Darmstadt, Germany', 'name': 'Vincon, Hartmut'}];"Störl, Uta;Vincon, Hartmut";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_NICHT;Kooperatives Forschungsprojekt Online-Brief-Datenbank. Ein Beispiel für disziplinspezifische Anwendungen;
14085;85;DHd 2014;Passau;[{'affiliation': 'Rheinische Friedrich-Wilhelms-Universität Bonn, Germany', 'name': 'Tenhaef, Tobias'}, {'affiliation': 'Rheinische Friedrich-Wilhelms-Universität Bonn, Germany', 'name': 'Braun, Guido'}];"Tenhaef, Tobias;Braun, Guido";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_NICHT;APW digital - Perspektiven einer digitalisierten Edition;
14086;86;DHd 2014;Passau;[{'affiliation': 'Universität zu Köln, Germany', 'name': 'Thaller, Manfred'}, {'affiliation': 'Universität Graz, Austria', 'name': 'Scholger, Walter'}];"Thaller, Manfred;Scholger, Walter";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_INTER;Digital Humanities als Beruf - Der Weg zu einem Curriculum;
14087;87;DHd 2014;Passau;[{'affiliation': 'Hochschule Darmstadt, Germany', 'name': 'Thull, Bernhard'}, {'affiliation': 'Pina Bausch Stiftung, Wuppertal', 'name': 'Marz, Vera'}];"Thull, Bernhard;Marz, Vera";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_INTER;Entwicklung des digitalen Tanzarchivs der Pina Bausch Stiftung;
14088;88;DHd 2014;Passau;[{'affiliation': 'Friedrich-Alexander Universität Erlangen-Nürnberg, Germany', 'name': 'Trenkle, Viktoria'}, {'affiliation': 'Friedrich-Alexander Universität Erlangen-Nürnberg, Germany', 'name': 'Schlauwitz, Thorsten'}];"Trenkle, Viktoria;Schlauwitz, Thorsten";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_NICHT;Schrift und Zeichen. Computergestützte Analyse von hochmittelalterlichen Papsturkunden. Ein Schlüssel zur Kulturgeschichte Europas;
14089;89;DHd 2014;Passau;[{'affiliation': 'Lehrstuhl für Medieninformatik, Universität Regensburg', 'name': 'Burghardt, Manuel'}, {'affiliation': 'Lehrstuhl für Informationswissenschaft, Universität Regensburg', 'name': 'Schubert, Andreas'}, {'affiliation': 'Lehrstuhl für Informationswissenschaft, Universität Regensburg', 'name': 'Traber, Michael'}, {'affiliation': 'Lehrstuhl für Medieninformatik, Universität Regensburg', 'name': 'Wolff, Christian'}];"Burghardt, Manuel;Schubert, Andreas;Traber, Michael;Wolff, Christian";4;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;4;Kleingruppe_INTER;Empirische Untersuchung zu digitalen, geisteswissenschaftlichen Arbeitspraktiken an der Universität Regensburg;
14090;90;DHd 2014;Passau;[{'affiliation': 'Universität Tübingen', 'name': 'Trippel, Thorsten'}, {'affiliation': 'Universität des Saarlands', 'name': 'Knappen, Jörg'}, {'affiliation': 'LMU München, Germany', 'name': 'Kisler, Thomas'}, {'affiliation': 'Max-Planck Institut für Psycholinguistik', 'name': 'Uytvanck, Dieter van'}, {'affiliation': 'LMU München, Germany', 'name': 'Draxler, Christoph'}];"Trippel, Thorsten;Knappen, Jörg;Kisler, Thomas;Uytvanck, Dieter van;Draxler, Christoph";5;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;5;Kleingruppe_INTER;CLARIN-D: eine Forschungsinfrastruktur für die Geistes- und Sozialwissenschaften;
14091;91;DHd 2014;Passau;[{'affiliation': 'Universität Graz, Austria', 'name': 'Vasold, Gunter'}];Vasold, Gunter;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Unterstützung von Forschungsprozessen in einem internationalen Forschungsprojekt: Variantengrammatik des Standarddeutschen;
14092;92;DHd 2014;Passau;[{'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Vertan, Cristina'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Hahn, Walther v.'}];"Vertan, Cristina;Hahn, Walther v.";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_NICHT;Das Balkanbild in Deutschland während der letzten 300 Jahre - Eine digitale Plattform zu Analyse und Erschließung multilingualer Dokumente über die Balkanländer und das Osmanische Reich;
