uid;abstract_id;conference_acronym;conference_place;creators_json;creator_names;creators_amount;creators_group_type;creators_group_publication;groups_with_female;creators_with_female_YN;creators_with_female_amount;creators_with_male_amount;creators_group_interdisciplinary;title;format_type
15025;25;DHd 2015;Graz;[{'affiliation': 'Universität Regensburg, Deutschland', 'name': 'Dechant, Martin'}, {'affiliation': 'Universität Regensburg, Deutschland', 'name': 'Burghardt, Manuel'}];"Dechant, Martin;Burghardt, Manuel";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_NICHT;Virtuelle Rekonstruktion des Regensburger Ballhauses;
15026;26;DHd 2015;Graz;[{'affiliation': 'Friedrich-Alexander Universität Erlangen-Nürnberg, Deutschland', 'name': 'Scholz, Martin'}, {'affiliation': 'Friedrich-Alexander Universität Erlangen-Nürnberg, Deutschland', 'name': 'Andraschke, Udo'}];"Scholz, Martin;Andraschke, Udo";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_NICHT;Digitalisierung der Universitätssammlungen der FAU Erlangen-Nürnberg. Auf dem Weg zum Semantic Web in Eigenregie;
15027;27;DHd 2015;Graz;[{'affiliation': 'Universität zu Köln, Deutschland', 'name': 'Schulz, Daniela'}, {'affiliation': 'Universität zu Köln, Deutschland', 'name': 'Trump, Dominik'}];"Schulz, Daniela;Trump, Dominik";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_NICHT;Erfahrungen aus dem 'Bibliotheca legum'-Projekt. Zum Aufbaueiner Handschriftendatenbank;
15028;28;DHd 2015;Graz;[{'affiliation': 'Humboldt-Universität zu Berlin', 'name': 'Seifert, Sabine'}];Seifert, Sabine;1;Single;;Single_WAHR;WAHR;1;0;Single_NICHT;Gelehrsamkeit will verlinkt werden. Zur digitalen Erschließung von August Boeckhs Nachlass und Bibliothek;
15029;29;DHd 2015;Graz;[{'affiliation': 'Universität Heidelberg, Deutschland', 'name': 'Simek, Jakub'}, {'affiliation': 'datalino. Forster, Fabian, Krumnow PartG', 'name': 'Forster, Christoph'}];"Simek, Jakub;Forster, Christoph";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_INTER;Kodierung, Analyse und Visualisierung mittelalterlicher Kodexstrukturen im editorischen Kontext;
15030;30;DHd 2015;Graz;[{'affiliation': 'Österreichische Nationalbibliothek, Wien', 'name': 'Sondergeld, Ute'}, {'affiliation': 'Österreichische Nationalbibliothek, Wien', 'name': 'Kaiser, Max'}];"Sondergeld, Ute;Kaiser, Max";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_NICHT;Europeana Sounds – Ein Portal zu Europas klingendem Kulturerbe;
15031;31;DHd 2015;Graz;[{'affiliation': 'Ludwig-Maximilans-Universität München Humboldt-Universität zu Berlin', 'name': 'Springmann, Uwe'}, {'affiliation': 'Humboldt-Universität zu Berlin', 'name': 'Lüdeling, Anke'}];"Springmann, Uwe;Lüdeling, Anke";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_INTER;Zur OCR frühneuzeitlicher Drucke am Beispiel des RIDGES-Korpus von Kräutertexten;
15032;32;DHd 2015;Graz;[{'affiliation': 'Österreichische Akademie der Wissenschaften, Österreich, Institut für Corpus Linguistik und Texttechnologie', 'name': 'Steiner, Andrea'}, {'affiliation': 'Österreichische Akademie der Wissenschaften, Österreich, Institut für Corpus Linguistik und Texttechnologie', 'name': 'Muhr, Susanna'}, {'affiliation': 'Österreichische Akademie der Wissenschaften, Österreich, Institut für Corpus Linguistik und Texttechnologie', 'name': 'Wandl-Vogt, Eveline'}, {'affiliation': 'Naturhistorisches Museum Wien', 'name': 'Rainer, Heimo'}, {'affiliation': 'Naturhistorisches Museum Wien', 'name': 'Koller, Wolfgang'}];"Steiner, Andrea;Muhr, Susanna;Wandl-Vogt, Eveline;Rainer, Heimo;Koller, Wolfgang";5;Kleingruppe;;Kleingruppe_WAHR;WAHR;3;2;Kleingruppe_INTER;Common Names 4 living organisms @ EUROPEANA. Ein Beispiel für Mehrwert durch interdisziplinäre Kollaboration;
15033;33;DHd 2015;Graz;[{'affiliation': 'Herzog August Bibliothek Wolfenbüttel, Deutschland', 'name': 'Stäcker, Thomas'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel, Deutschland', 'name': 'Borovsky, Zoe'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel, Deutschland', 'name': 'Courtney, Angela'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel, Deutschland', 'name': 'Galina, Isabel'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel, Deutschland', 'name': 'Gehrke, Stefanie'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel, Deutschland', 'name': 'Stensrud Høsøien, Hege'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel, Deutschland', 'name': 'Potvin, Sarah'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel, Deutschland', 'name': 'Worthey, Glen'}];"Stäcker, Thomas;Borovsky, Zoe;Courtney, Angela;Galina, Isabel;Gehrke, Stefanie;Stensrud Høsøien, Hege;Potvin, Sarah;Worthey, Glen";8;Großgruppe;;Großgruppe_WAHR;WAHR;6;2;Großgruppe_NICHT;ADHO Special Interest Group for Libraries and Digital Humanities;
15034;34;DHd 2015;Graz;[{'affiliation': 'Humboldt-Universität zu Berlin, Deutschland', 'name': 'Kassung, Christian'}];Kassung, Christian;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Making Things Chatter. Historische Debatten und ihre Objekte im Museum;
15035;35;DHd 2015;Graz;[{'affiliation': 'Österreichische Akademie der Wissenschaften, Wien, Österreich Austrian Center for Digital Humanities, Wien, Österreich', 'name': 'Wohlfarter, Eva'}];Wohlfarter, Eva;1;Single;;Single_WAHR;WAHR;1;0;Single_NICHT;JENSITES – Schriften einer Totenbruderschaft digital;
15036;36;DHd 2015;Graz;[{'affiliation': 'Institut für Germanistik, Karl-Franzens-Universität Graz', 'name': 'Zehetner, Elisabeth'}, {'affiliation': 'Institut für Germanistik, Karl-Franzens-Universität Graz', 'name': 'Edler, Stefanie'}];"Zehetner, Elisabeth;Edler, Stefanie";2;Duo;;Duo_WAHR;WAHR;2;0;Duo_NICHT;Neue Wege des Sammelns, Erfassens und Erforschens: Die Datenbank 'Dialect Cultures';
15037;37;DHd 2015;Graz;[{'affiliation': 'Musikwissenschaftliches Seminar Detmold / Paderborn, Deutschland', 'name': 'Kepper, Johannes'}, {'affiliation': 'Beethoven-Haus Bonn, Deutschland', 'name': 'Cox, Susanne'}];"Kepper, Johannes;Cox, Susanne";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_INTER;"'""Befund' und 'Deutung' in Beethovens Schreibprozessen""";
15038;38;DHd 2015;Graz;[{'affiliation': 'Musikwissenschaftliches Seminar Detmold/Paderborn', 'name': 'Komprecht, Anna Maria'}, {'affiliation': 'Heinz Nixdorf Institut, Universität Paderborn', 'name': 'Oberhoff, Andreas'}];"Komprecht, Anna Maria;Oberhoff, Andreas";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_INTER;Modellierung von Annotationen in der digitalen Musik­ und Medienedition;
15039;39;DHd 2015;Graz;[{'affiliation': 'Universität Würzburg, Deutschland', 'name': 'Roeder, Torsten'}];Roeder, Torsten;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Repräsentationen von Migration in musikwissenschaftlichen Datenbanken;
15040;40;DHd 2015;Graz;[{'affiliation': 'Universität Leipzig', 'name': 'Meißner, Cordula'}, {'affiliation': 'Universität Leipzig', 'name': 'Wallner, Franziska'}];"Meißner, Cordula;Wallner, Franziska";2;Duo;;Duo_WAHR;WAHR;2;0;Duo_NICHT;Das Zusammenspiel automatisierter und interpretativer Verfahren bei der Aufbereitung und Auswertung mündlicher Daten - Fallbeispiele aus der angewandten Wissenschaftssprachforschung;
15041;41;DHd 2015;Graz;[{'affiliation': 'Universität Paderborn', 'name': 'Geierhos, Michaela'}, {'affiliation': 'Universität Paderborn', 'name': 'Bäumer, Frederik Simon'}];"Geierhos, Michaela;Bäumer, Frederik Simon";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_NICHT;Erfahrungsberichte aus zweiter Hand: Erkenntnisse über die Autorschaft von Arztbewertungen in Online-Portalen;
15042;42;DHd 2015;Graz;[{'affiliation': 'Universität Tübingen, Deutschland', 'name': 'de Kok, Daniël'}, {'affiliation': 'Universität Tübingen, Deutschland', 'name': 'Qiu, Wei'}, {'affiliation': 'Universität Tübingen, Deutschland', 'name': 'Hinrichs, Marie'}];"de Kok, Daniël;Qiu, Wei;Hinrichs, Marie";3;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;WebLicht: Bombardieren bevor die Services explodieren;
15043;43;DHd 2015;Graz;[{'affiliation': 'Steinheim-Institut für deutsch-jüdische Geschichte, Essen', 'name': 'Kollatz, Thomas'}, {'affiliation': 'Akademie der Wissenschaften und der Literatur Mainz Arbeitsstelle 'Mittelhochdeutsches Wörterbuch' an der Universität Trier', 'name': 'Recker-Hamm, Ute'}, {'affiliation': 'Kompetenzzentrum für elektronische Erschließungs- und Publikationsverfahren in den Geisteswissenschaften', 'name': 'Schneider, Matthias'}];"Kollatz, Thomas;Recker-Hamm, Ute;Schneider, Matthias";3;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;Frosch oder Prinz? TUSTEP als Werkzeug der Digitalen Geisteswissenschaften – ein Workshop der International TUSTEP User Group;
15044;44;DHd 2015;Graz;[{'affiliation': 'Universität Würzburg', 'name': 'Jannidis, Fotis'}, {'affiliation': 'Universität Würzburg', 'name': 'Krug, Markus'}, {'affiliation': 'Universität Würzburg', 'name': 'Puppe, Frank'}, {'affiliation': 'Universität Würzburg', 'name': 'Reger, Isabella'}, {'affiliation': 'Universität Würzburg', 'name': 'Töpfer, Martin'}, {'affiliation': 'Universität Würzburg', 'name': 'Weimer, Lukas'}];"Jannidis, Fotis;Krug, Markus;Puppe, Frank;Reger, Isabella;Töpfer, Martin;Weimer, Lukas";6;Großgruppe;;Großgruppe_WAHR;WAHR;1;5;Großgruppe_NICHT;Automatische Erkennung von Figuren in deutschsprachigen Romanen;
15045;45;DHd 2015;Graz;[{'affiliation': 'Universität Hamburg', 'name': 'Gius, Evelyn'}, {'affiliation': 'Universität Hamburg', 'name': 'Petris, Marco'}];"Gius, Evelyn;Petris, Marco";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_NICHT;Die explorative Visualisierung von Texten. Von den Herausforderungen der Darstellung geisteswissenschaftlicher Primär- und Annotationsdaten;
15046;46;DHd 2015;Graz;[{'affiliation': 'Eberhard Karls Universität Tübingen, Deutschland', 'name': 'Zirker, Angelika'}, {'affiliation': 'Eberhard Karls Universität Tübingen, Deutschland', 'name': 'Schwabe, Fabian'}, {'affiliation': 'Eberhard Karls Universität Tübingen, Deutschland', 'name': 'Bauer, Matthias'}];"Zirker, Angelika;Schwabe, Fabian;Bauer, Matthias";3;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;Theorie und Praxis der erklärenden Annotation im Kontext der Digital Humanities;
15047;47;DHd 2015;Graz;[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Geyken, Alexander'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Boenig, Matthias'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Haaf, Susanne'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Jurish, Bryan'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Thomas, Christian'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Würzner, Kay-Michael'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Wiegand, Frank'}];"Geyken, Alexander;Boenig, Matthias;Haaf, Susanne;Jurish, Bryan;Thomas, Christian;Würzner, Kay-Michael;Wiegand, Frank";7;Großgruppe;;Großgruppe_WAHR;WAHR;1;6;Großgruppe_NICHT;Zeitliche Verlaufskurven in den DTA- und DWDS-Korpora: Wörter und Wortverbindungen über 400 Jahre (1600–2000);
15048;48;DHd 2015;Graz;[{'affiliation': 'Institut für Computerlinguistik, Universität Heidelberg', 'name': 'Heckmann, Dustin'}, {'affiliation': 'Institut für Computerlinguistik, Universität Heidelberg', 'name': 'Frank, Anette'}, {'affiliation': 'Exzellenzcluster 'Asien and Europa in a Global Context', Universität Heidelberg', 'name': 'Arnold, Matthias'}, {'affiliation': 'DAASI International GmbH', 'name': 'Gietz, Peter'}, {'affiliation': 'Exzellenzcluster 'Asien and Europa in a Global Context', Universität Heidelberg', 'name': 'Roth, Christian'}];"Heckmann, Dustin;Frank, Anette;Arnold, Matthias;Gietz, Peter;Roth, Christian";5;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;4;Kleingruppe_INTER;Citation Segmentation from Sparse & Noisy Data: An Unsupervised Joint Inference Approach with Markov Logic Networks;
15049;49;DHd 2015;Graz;[{'affiliation': 'Institut für Germanistik, Universität Leipzig', 'name': 'Krieg-Holz, Ulrike'}, {'affiliation': 'Institut für Germanistische Sprachwissenschaft,Friedrich Schiller-Universität Jena', 'name': 'Hahn, Udo'}];"Krieg-Holz, Ulrike;Hahn, Udo";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_INTER;Parameter zur Klassifizierung stilistischer Varianz bei E-Mails;
15050;50;DHd 2015;Graz;[{'affiliation': 'LMU München, Deutschland', 'name': 'Leonhardt, Nic'}];Leonhardt, Nic;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;WissensSpielRäume – Digital Humanities in der Theaterforschung;
15051;51;DHd 2015;Graz;[{'affiliation': 'Georg-August-Universität Göttingen', 'name': 'Trilcke, Peer'}, {'affiliation': 'Göttingen Centre for Digital Humanitie', 'name': 'Fischer, Frank'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel', 'name': 'Kampkaspar, Dario'}];"Trilcke, Peer;Fischer, Frank;Kampkaspar, Dario";3;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;3;Kleingruppe_INTER;Digitale Netzwerkanalyse dramatischer Texte;
15052;52;DHd 2015;Graz;[{'affiliation': 'Universität Würzburg', 'name': 'Schöch, Christof'}, {'affiliation': 'Universität Siegen', 'name': 'Rißler-Pipka, Nanette'}];"Schöch, Christof;Rißler-Pipka, Nanette";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_INTER;Comedia - Comédie: Topic Modeling als Perspektive auf das spanische und französische Theater des 17. Jhdts.;
15053;53;DHd 2015;Graz;[{'affiliation': 'Max-Planck-Institut für Wissenschaftsgeschichte, Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Fechner, Martin'}];Fechner, Martin;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Wissenschaftsgeschichte und digitale Methoden. Eine datengestützte Untersuchung zu wissenschaftlichen Öffentlichkeiten;
15054;54;DHd 2015;Graz;[{'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Stede, Manfred'}, {'affiliation': 'Universität Stuttgart, Deutschland', 'name': 'Kantner, Cathleen'}, {'affiliation': 'Universität Hildesheim, Deutschland', 'name': 'Heid, Ulrich'}, {'affiliation': 'Universität Stuttgart, Deutschland', 'name': 'Kuhn, Jonas'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Sonntag, Jonathan'}, {'affiliation': 'Universität Stuttgart, Deutschland', 'name': 'Overbeck, Maximilian'}, {'affiliation': 'Universität Hildesheim, Deutschland', 'name': 'Kliche, Fritz'}, {'affiliation': 'Universität Stuttgart, Deutschland', 'name': 'Blessing, Andre'}];"Stede, Manfred;Kantner, Cathleen;Heid, Ulrich;Kuhn, Jonas;Sonntag, Jonathan;Overbeck, Maximilian;Kliche, Fritz;Blessing, Andre";8;Großgruppe;;Großgruppe_WAHR;WAHR;1;7;Großgruppe_INTER;Computerlinguistische Methoden der Inhaltsanalyse in den Sozialwissenschaften: Forschungspraktische Herausforderungen, Werkzeuge und Technologien;
15055;55;DHd 2015;Graz;[{'affiliation': 'Humboldt-Universität zu Berlin', 'name': 'Odebrecht, Carolin'}];Odebrecht, Carolin;1;Single;;Single_WAHR;WAHR;1;0;Single_NICHT;Interdisziplinäre Nutzung von Forschungsdaten mithilfe einer technisch-abstrakten Modellierung;
15056;56;DHd 2015;Graz;[{'affiliation': 'Eberhard Karls Universität Tübingen, Deutschland', 'name': 'Hinrichs, Erhard'}];Hinrichs, Erhard;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Digitale Geisteswissenschaften und Informatik – Modelle der Zusammenarbeit;
15057;57;DHd 2015;Graz;[{'affiliation': 'National Research University - Higher School of Economics, Russian Federation', 'name': 'Heßbrüggen-Walter, Stefan'}];Heßbrüggen-Walter, Stefan;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Warum sollen wir unseren Daten trauen? Soziale Erkenntnistheorie und die 'rechnenden Geisteswissenschaften';
15058;58;DHd 2015;Graz;[{'affiliation': 'Universität Heidelberg', 'name': 'Bögel, Thomas'}, {'affiliation': 'Universität Heidelberg', 'name': 'Gertz, Michael'}, {'affiliation': 'Universität Hamburg', 'name': 'Gius, Evelyn'}, {'affiliation': 'Universität Hamburg', 'name': 'Jacke, Janina'}, {'affiliation': 'Universität Hamburg', 'name': 'Meister, Jan Christoph'}, {'affiliation': 'Universität Hamburg', 'name': 'Petris, Marco'}, {'affiliation': 'Universität Heidelberg', 'name': 'Strötgen, Jannik'}];"Bögel, Thomas;Gertz, Michael;Gius, Evelyn;Jacke, Janina;Meister, Jan Christoph;Petris, Marco;Strötgen, Jannik";7;Großgruppe;;Großgruppe_WAHR;WAHR;2;5;Großgruppe_INTER;Gleiche Textdaten, unterschiedliche Erkenntnisziele? Zum Potential vermeintlich widersprüchlicher Zugänge zu Textanalyse;
15059;59;DHd 2015;Graz;[{'affiliation': 'Universität Wien', 'name': 'Kelih, Emmerich'}];Kelih, Emmerich;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Status und Probleme der Literaturwissenschaften im Rahmen der Digitial Humanities;
15060;60;DHd 2015;Graz;[{'affiliation': 'Universität Trier, Deutschland', 'name': 'Busch, Hannah'}, {'affiliation': 'Universität Trier / Technische Universität Darmstadt, Deutschland', 'name': 'Vanscheidt, Philipp'}, {'affiliation': 'Technische Universität Darmstadt, Deutschland', 'name': 'Krause, Celia'}, {'affiliation': 'Karlsruher Institut für Technologie, Deutschland', 'name': 'Chandna, Swati'}];"Busch, Hannah;Vanscheidt, Philipp;Krause, Celia;Chandna, Swati";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;3;1;Kleingruppe_INTER;Quanticod revisited. Neue Ansätze zur quantitativen Analyse mittelalterlicher Handschriftenbestände;
15061;61;DHd 2015;Graz;[{'affiliation': 'Donau-Universität Krems, Österreich', 'name': 'Windhager, Florian'}];Windhager, Florian;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Zur visuellen Analyse und Synthese historischer Daten in Raum und Zeit;
15062;62;DHd 2015;Graz;[{'affiliation': 'Karl-Franzens-Universität Graz', 'name': 'Reisinger, Nikolaus'}, {'affiliation': 'Karl-Franzens-Universität Graz', 'name': 'Biedermann, Bernadette'}];"Reisinger, Nikolaus;Biedermann, Bernadette";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_NICHT;Vom Repositorium zum virtuellen Museum: UserInnen versus BesucherInnen im Spannungsfeld zwischen Erkenntniswunsch und Selbst(er)findung;
15063;63;DHd 2015;Graz;[{'affiliation': 'Max-Planck-Institut für Wissenschaftsgeschichte', 'name': 'Wintergrün, Dirk'}, {'affiliation': 'Max-Planck-Institut für Wissenschaftsgeschichte', 'name': 'Schmaltz, Florian'}, {'affiliation': 'Max-Planck-Institut für Wissenschaftsgeschichte', 'name': 'Stiller, Juliane'}, {'affiliation': 'Max-Planck-Institut für Wissenschaftsgeschichte', 'name': 'Kruse, Sebastian'}];"Wintergrün, Dirk;Schmaltz, Florian;Stiller, Juliane;Kruse, Sebastian";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;3;Kleingruppe_INTER;Herausforderung 'Big Data' in der historischen Forschung;
15064;64;DHd 2015;Graz;[{'affiliation': 'Institut für Geschichte, Universität Wien / FH Campus Wien, Österreich', 'name': 'Hausar, Gernot'}];Hausar, Gernot;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Gespielte Geschichte: Digital Games als Medium und Fokus der Forschung;
15065;65;DHd 2015;Graz;[{'affiliation': 'Institut für Germanistik, Fakultät für Sprache, Literatur und Medien, Universität Hamburg', 'name': 'Meister, Jan Christoph'}, {'affiliation': 'Institut für Deutsche Philologie, Philosophische Fakultät I, Universität Würzburg', 'name': 'Jannidis, Fotis'}, {'affiliation': 'Institut für Deutsche Philologie, Lehrstuhl für Computerphilologie, Universität Würzburg', 'name': 'Schöch, Christof'}];"Meister, Jan Christoph;Jannidis, Fotis;Schöch, Christof";3;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;3;Kleingruppe_INTER;Computational Narratology;
15066;66;DHd 2015;Graz;[{'affiliation': 'Institut für Zeitgeschichte, Deutschland', 'name': 'Bennett, Giles'}, {'affiliation': 'CEGESOMA, Belgien', 'name': 'Vanden Daelen, Veerle'}];"Bennett, Giles;Vanden Daelen, Veerle";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_INTER;Über mehrsprachige Metadaten zu den versteckten Quellen: Das Beispiel deutschsprachiger Täterquellen in der European Holocaust Research Infrastructure;
15067;67;DHd 2015;Graz;[{'affiliation': 'AG Datenzentren im Verband DHd', 'name': 'Sahle, Patrick'}, {'affiliation': 'AG Datenzentren im Verband DHd', 'name': 'Ďurčo, Matej'}, {'affiliation': 'AG Datenzentren im Verband DHd', 'name': 'Kurzawe, Daniel'}, {'affiliation': 'AG Datenzentren im Verband DHd', 'name': 'Rosenthaler, Lukas'}, {'affiliation': 'AG Datenzentren im Verband DHd', 'name': 'Stigler, Johannes'}];"Sahle, Patrick;Ďurčo, Matej;Kurzawe, Daniel;Rosenthaler, Lukas;Stigler, Johannes";5;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;5;Kleingruppe_NICHT;Was sind und was sollen Datenzentren in den Geisteswissenschaften?;
15068;68;DHd 2015;Graz;[{'affiliation': 'Karl-Franzens Universität Graz, Österreich', 'name': 'Scheuermann, Leif'}, {'affiliation': 'Karl-Franzens Universität Graz, Österreich', 'name': 'Spickermann, Wolfgang'}, {'affiliation': 'Universität Erfurt', 'name': 'Rau, Susanne'}, {'affiliation': 'Universität Erfurt', 'name': 'Smolarski, René'}, {'affiliation': 'Universität Magdeburg', 'name': 'Dreher, Martin'}, {'affiliation': 'Universität Leipzig', 'name': 'Schubert, Charlotte'}, {'affiliation': 'Universität Leipzig', 'name': 'Kath, Roxana'}, {'affiliation': 'Universität Leipzig', 'name': 'Rücker, Michaela'}, {'affiliation': 'Fraunhofer IDMT Ilmenau-Erfurt', 'name': 'Jantke, Klaus Peter'}];"Scheuermann, Leif;Spickermann, Wolfgang;Rau, Susanne;Smolarski, René;Dreher, Martin;Schubert, Charlotte;Kath, Roxana;Rücker, Michaela;Jantke, Klaus Peter";9;Großgruppe;;Großgruppe_WAHR;WAHR;4;5;Großgruppe_INTER;Zur Integration computerbasierter raum-zeitlicher Visualisierungen in die Methodik der historischen Wissenschaften;
15069;69;DHd 2015;Graz;[{'affiliation': 'Universität zu Köln, Deutschland', 'name': 'Thaller, Manfred'}];Thaller, Manfred;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Digital Humanities als Beruf – Fortschritte auf dem Weg zu einem Curriculum;
15070;70;DHd 2015;Graz;[{'affiliation': 'Österreichische Akademie der Wissenschaften', 'name': 'Wandl-Vogt, Eveline'}, {'affiliation': 'Zentrum für Soziale Innovation', 'name': 'Kieslinger, Barbara'}, {'affiliation': 'Trinity College Dublin', 'name': 'O´Connor, Alexander'}, {'affiliation': 'Universität Salamanca', 'name': 'Theron, Roberto'}];"Wandl-Vogt, Eveline;Kieslinger, Barbara;O´Connor, Alexander;Theron, Roberto";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;2;2;Kleingruppe_INTER;exploreAT! Perspektiven einer Transformation am Beispiel eines lexikographischen Jahrhundertprojekts;
15071;71;DHd 2015;Graz;[{'affiliation': 'DFKI GmbH, Saarbrücken, Deutschland', 'name': 'Declerck, Thierry'}, {'affiliation': 'Österreichische Akademie der Wissenschaften, Wien, Österreich', 'name': 'Wandl-Vogt, Eveline'}];"Declerck, Thierry;Wandl-Vogt, Eveline";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_INTER;Für eine pan-europäische Lexikologie und Lexikographie mittels des Linked Open Data Frameworks;
15072;72;DHd 2015;Graz;[{'affiliation': 'Austrian Center for Digital Humanities (ACDH) der Österreichischen Akademie derWissenschaften', 'name': 'Pirker, Hannes'}, {'affiliation': 'Austrian Center for Digital Humanities (ACDH) der Österreichischen Akademie derWissenschaften', 'name': 'Moerth, Karlheinz'}];"Pirker, Hannes;Moerth, Karlheinz";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_NICHT;Integrierte Lexikographische Dienste zur Unterstützung der digitalen Geisteswissenschaften (aiLEs);
15073;73;DHd 2015;Graz;[{'affiliation': 'Centrum für Informations- und Sprachverarbeitung (CIS), LMU, München', 'name': 'Hadersbeck, Maximilian'}, {'affiliation': 'Wittgenstein Archives at the University of Bergen (WAB)', 'name': 'Pichler, Alois'}, {'affiliation': 'Centrum für Informations- und Sprachverarbeitung (CIS), LMU, München', 'name': 'Fink, Florian'}, {'affiliation': 'Centrum für Informations- und Sprachverarbeitung (CIS), LMU, München', 'name': 'Bruder, Daniel'}, {'affiliation': 'Centrum für Informations- und Sprachverarbeitung (CIS), LMU, München', 'name': 'Arends, Ina'}, {'affiliation': 'Centrum für Informations- und Sprachverarbeitung (CIS), LMU, München', 'name': 'Baiter, Johannes'}];"Hadersbeck, Maximilian;Pichler, Alois;Fink, Florian;Bruder, Daniel;Arends, Ina;Baiter, Johannes";6;Großgruppe;;Großgruppe_WAHR;WAHR;1;5;Großgruppe_INTER;Wittgensteins Nachlass: Erkenntnisse und Weiterentwicklung der FinderApp WiTTFind;
15074;74;DHd 2015;Graz;[{'affiliation': 'Österreichische Nationabibliothek, Österreich', 'name': 'Kastberger, Klaus'}, {'affiliation': 'Österreichische Nationabibliothek, Österreich', 'name': 'Pektor, Katharina'}];"Kastberger, Klaus;Pektor, Katharina";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_NICHT;Information / Kommentar / Interpretation: HANDKEonline;
15075;75;DHd 2015;Graz;[{'affiliation': 'Institut für Kulturwissenschaft, Humboldt-Universität zu Berlin', 'name': 'Thomas, Christian'}];Thomas, Christian;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Hidden Kosmos – Humboldts 'Kosmos-Vorträge' als Probe der Digital Humanities;
15076;76;DHd 2015;Graz;[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Dumont, Stefan'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Fechner, Martin'}];"Dumont, Stefan;Fechner, Martin";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_NICHT;ediarum – Eine digitale Arbeitsumgebung für Editionsvorhaben;
