idno,filename,type,year
dh0225,212_final-DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml,Vortrag,2019
dh0226,214_final-SCHROTT_Maximilian_Die_Digitale_Edition_der_Protokolle_des_B.xml,Vortrag,2020
dh0227,215_final-IFFLAND_Joachim_Das_Erkenntnispotenzial_Digitaler_Musikediti.xml,Poster,2020
dh0228,215_final-SIKORA_Uwe_Interlinked__Schriftzeugnisse_der_klassischen_May.xml,Vortrag,2019
dh0229,216_final-MOELLER_Katrin_Methoden_auf_der_Testbank__Ein_interdisziplin.xml,Vortrag,2019
dh0230,216_final-STEINER_Christian_Spielräume_definieren__Cooking_Recipes_of_.xml,Vortrag,2020
dh0231,217_final-HELLING_Patrick_Umfrage_zu_Forschungsdaten_in_den_Geistes__u.xml,Poster,2019
dh0232,217_final-SCHLICHT_Helene_Opaque___digitale_Arbeitsumgebung_für_die_Hu.xml,Poster,2020
dh0233,218_final-HEMATI_Wahed_Der_TextImager_als_Front__und_Backend_für_das_v.xml,Poster,2019
dh0234,219_final-WACHTER_Christian__Medialization_follows_function___Multimod.xml,Poster,2019
dh0235,220_final-KLAFFKI_Lisa_Digitales_Publizieren_im_Spiegel_der_Zeitschrif.xml,Poster,2020
dh0236,220_final-SCHLÖR_Daniel_Multimedia_aus_Rezipientenperspektive__Wirkung.xml,Poster,2019
dh0237,221_final-RASTINGER_Nina_Claudia_Zwischen_geisteswissenschaftlicher_Of.xml,Poster,2020
dh0238,222_final-BURGHARDT_Manuel__The_Bard_meets_the_Doctor____Computergest_.xml,Vortrag,2019
dh0239,222_final-PÖCKELMANN_Marcus_Keter_Shem__ov___Prozessualisierung_eines_.xml,Poster,2020
dh0240,223_final-PAGENSTECHER_Cord_Interview_Sammlungen___Digitale_Erschlie_u.xml,Vortrag,2019
dh0241,223_final-WISSIK_Tanja_Eine_Programmierschnittstelle_für_Metadaten_zu_.xml,Poster,2020
dh0242,224_final-D_RK_Marian_Die_Falte__Ein_Denkraum_für_interaktive_und_krit.xml,Vortrag,2020
dh0243,224_final-DUMONT_Stefan_CMIF_Creator___digitale_Briefverzeichnisse_lei.xml,Poster,2019
dh0244,225_final-HILTMANN_Torsten_Friends_with_Benefits__Wie_Deep_Learning_ba.xml,Vortrag,2020
dh0245,226_final-ABRAMI_Giuseppe_VAnnotatoR__Ein_Werkzeug_zur_Annotation_mult.xml,Poster,2019
dh0246,226_final-SCHUMACHER_Mareike_m_w_Figurengender_zwischen_Stereotypisier.xml,Vortrag,2020
dh0247,227_final-KRAUTTER_Benjamin_Ein_Schritt_zurück__Distinktive_Eigenschaf.xml,Vortrag,2020
dh0248,227_final-ROEDER_Torsten_Digital_Humanities__from_Scratch_.xml,Panel,2019
dh0249,228_final-EGGERT_Lisa_Spiele_im_Spiel___Datenbankbasiertes_Arbeiten_zu.xml,Vortrag,2020
dh0250,228_final-SPORLEDER_Caroline_Multimodales_Zusammenspiel_von_Text_und_e.xml,Poster,2019
dh0251,229_final-BÜRGERMEISTER_Martina_Mit_neuen_Suchstrategien_vom_isolierte.xml,Poster,2019
dh0252,229_final-LASSNER_David_Bias_in_Datensätzen_und_ML_Modellen__Erkennung.xml,Workshop,2020
dh0253,230_final-SCHWANDT_Silke_Hackathon__Sortir_de_la_guerre_.xml,Workshop,2020
dh0254,230_final-SPORLEDER_Caroline_Multimodale_Sentimentanalyse_politischer_.xml,Poster,2019
dh0255,231_final-FORNEY_Christian_Vom_Stellenkommentar_zum_Netzwerk_und_zur_c.xml,Vortrag,2019
dh0256,231_final-LIEDTKE_Clemens_DH_s_Next_Top_Model__Digitale_Editionsentwic.xml,Vortrag,2020
dh0257,232_final-BELL_Peter_Critical_Machine_Vision__Eine_Perspektive_für_die.xml,Vortrag,2020
dh0258,233_final-HORSTMANN_Jan_Netzwerkanalyse_spielerisch_vermitteln_mit_Dra.xml,Vortrag,2020
dh0259,233_final-KOCH_Gertraud_Automatisierungspotenziale_in_der_qualitativen.xml,Vortrag,2019
dh0260,234_final-STEINER_Christian_Cooking_Recipes_of_the_Middle_Ages__Nachnu.xml,Poster,2020
dh0261,234_final-WETTLAUFER_Jörg_Linked_Open_Travel_Data__Erschließung_gesell.xml,Poster,2019
dh0262,235_final-SCHULTE_Judith_Discovery_Service_TRIPLE.xml,Poster,2020
dh0263,235_final-WETTLAUFER_Jörg_Text_Mining_mit_Open_Semantic__Desktop__Sear.xml,Workshop,2019
dh0264,237_final-SELTMANN_Melanie_E__H__Kann_Nonstandard_standardisiert_werde.xml,Vortrag,2019
dh0265,238_final-MÜNSTER_Sander_Das_Wissen_in_der_3D_Rekonstruktion.xml,Panel,2019
dh0266,239_final-KRAUTTER_Benjamin_Klassifikation_von_Titelfiguren_in_deutsch.xml,Vortrag,2019
dh0267,239_final-KUHN_Jonas_Textanalyse_mit_kombinierten_Methoden___ein_konze.xml,Vortrag,2020
dh0268,241_final-NEUBER_Frederike_Distant_Letters__Methoden_und_Praktiken_zur.xml,Workshop,2019
dh0269,241_final-VIEHHAUSER_Gabriel_Spielräume_modellieren__Eine_digitale_Edi.xml,Vortrag,2020
dh0270,242_final-BUSCH_Hannah_Early_Stage_Digital_Medievalist_Subcommittee.xml,Poster,2020
dh0271,242_final-DIEHR_Franziska_Wie_katalogisiert_man_eigentlich_virtuelle_R.xml,Vortrag,2019
dh0272,243_final-GÖRZ_Günther_Linked_Biondo___Modelling_Geographical_Features.xml,Poster,2019
dh0273,243_final-GUHR_Svenja_Doctoral_Consortium__Svenja_Guhr.xml,DoctoralConsortium,2020
dh0274,244_final-GUHR_Svenja_Interdisziplinäres_Streitgespräch___Nutzerkommen.xml,Poster,2020
dh0275,245_final-SCHOLGER_Walter_Kein_Spiel_raum___Rechtliche_und_ethische_Ra.xml,Poster,2020
dh0276,246_final-KÖNIG_Mareike_Wandel_in_der_Wissenschaftskommunikation__Erge.xml,Vortrag,2019
dh0277,246_final-SCHOLGER_Martina_Das_Theater_mit_dem_Theater__Thementransfer.xml,Poster,2020
dh0278,247_final-SCHAEBEN_Marcel_Mapping_the_Moralized_Geography_of__Paradise.xml,Poster,2019
dh0279,247_final-SCHMIDT_Thomas_Der_Einsatz_von_Distant_Reading_auf_einem_Kor.xml,Poster,2020
dh0280,248_final-PIELSTR_M_Steffen_Metadaten_basierte_Visualisierungen_im_Sti.xml,Poster,2020
dh0281,248_final-TOSCANO_Roberta_Netzwerkanalyse_für_Historiker__Probleme_und.xml,Poster,2019
dh0282,249_final-ANDRESEN_Melanie_Syntaktische_Profile_für_Interpretationen_j.xml,Vortrag,2020
dh0283,249_final-SCHWAPPACH_Florin_Augmentierte_Notizbücher_und_Natürliche_In.xml,Poster,2019
dh0284,250_final-DONIG_Simon_Multimodaler_Bedeutungstransfer_vom_Text_zum_Bil.xml,Vortrag,2020
dh0285,250_final-VAUTH_Michael_Netzwerkanalyse_narrativer_Informationsvermitt.xml,Vortrag,2019
dh0286,251_final-SCHNEIDER_Gerlinde_Erweiterung_eines_Forschungsdatenreposito.xml,Poster,2020
dh0287,252_final-BURR_Elisabeth_Ein_Spielraum_der_Digital_Humanities__Die_Eur.xml,Poster,2020
dh0288,252_final-WALKOWSKI_Niels_Oliver_Scalable_Viewing_in_den_Filmwissensch.xml,Vortrag,2019
dh0289,254_final-BOHL_Benjamin_W__Einführung_in_TEI_ODD.xml,Workshop,2020
dh0290,254_final-RETTINGHAUS_Klaus_Semantische_Minimal_Retrodigitalisierung_v.xml,Poster,2019
dh0291,255_final-FASSHAUER_Vera_Der_Datenpool_eines_frühneuzeitlichen_Self_Tr.xml,Poster,2020
dh0292,255_final-PIELSTR_M_Steffen_Ein_GUI_Topic_Modeling_Tool_mit_interaktiv.xml,Poster,2019
dh0293,256_final-BUSCH_Anna_Skalierbare_Exploration__Prototypenstudie_zur_Vis.xml,Vortrag,2019
dh0294,257_final-GÖTZELMANN_Germaine_Wie_sich_die_Bilder_gleichen__Bildähnlic.xml,Poster,2019
dh0295,257_final-VOGELER_Georg_Prosopographische_Interoperabilität___Stand_de.xml,Poster,2020
dh0296,258_final-WAGNER_Andreas_Multimodale_Versuche_der_Alignierung_historis.xml,Vortrag,2019
dh0297,259_final-REINERS_Stefan_Doctoral_Consortium__Stefan_Reiners.xml,DoctoralConsortium,2020
dh0298,259_final-TÜRKOGLU_Enes_Vom_Digitalisat_zum_Kontextualisat___einige_Ge.xml,Vortrag,2019
dh0299,260_final-GEISSLER_Nils_Der_Haken_von_Frazier__der_Ali_1971_zu_Boden_s.xml,Poster,2020
dh0300,260_final-VITT_Thorsten_Intervalle__Konflikte__Zyklen__Modellierung_vo.xml,Vortrag,2019
dh0301,261_final-DENNERLEIN_Katrin_Datamodelling_Drama_and__Musical_theater.xml,Panel,2020
dh0302,262_final-FRITZE_Christiane_010_Jahre_IDE_Schools___Erfahrungen_und_En.xml,Poster,2019
dh0303,263_final-SARIC_Sanja_Topic_Modeling_der_Hugo_Schuchardt_Korrespondenz.xml,Poster,2020
dh0304,264_final-NASAREK_Robert_Texterkennung_mit_Ocropy___Vom_Bild_zum_Text.xml,Workshop,2019
dh0305,265_final-HERRMANN_Elisa_Vom_gedruckten_Werk_zu_elektronischem_Volltex.xml,Workshop,2019
dh0306,265_final-WAGNER_Sarah_Unsichtbares_sichtbar_machen___semantische_Mode.xml,Vortrag,2020
dh0307,266_final-GRUND_Vera_Wiener_Ballette.xml,Poster,2020
dh0308,266_final-JAROSCH_Julian_Graphentechnologien_in_den_Digital_Humanities.xml,Workshop,2019
dh0309,267_final-ALBERS_Laura_Modellierung_von_Annahmen_als_Basis_für_Rekonst.xml,Poster,2020
dh0310,267_final-BLUMTRITT_Jonathan_Metadaten_im_Zeitalter_von_Google_Dataset.xml,Vortrag,2019
dh0311,268_final-RESCH_Claudia_Digitale_Editionen_im_Spannungsfeld_zwischen_F.xml,Poster,2020
dh0312,269_final-HEINISCH_Barbara_Sprachvarietätenabhängige_Terminologie_in_d.xml,Vortrag,2020
dh0313,269_final-VOGELER_Georg_Von_IIIF_zu_IPIF__Ein_Vorschlag_für_den_Datena.xml,Vortrag,2019
dh0314,270_final-OVER_Berthold_Multimodale_Anreicherung_von_Noteneditionen__E.xml,Panel,2019
dh0315,271_final-KLAES_Jan_Sebastian_Historische_Schulbücher_als_Spielräume_f.xml,Poster,2020
dh0316,271_final-STAECKER_Thomas__Eine_digitale_Edition_kann_man_nicht_sehen_.xml,Vortrag,2019
dh0317,272_final-NOICHL_Maximilian_Modeling_disciplinary_structure_with_unifo.xml,Poster,2020
dh0318,273_final-KISSINGER_Timo_Nomisma_org__Numismatik_und_das_Semantic_Web.xml,Vortrag,2019
dh0319,273_final-PANNACH_Franziska_Spielräume_zwischen_Yakshis_und_Dibias__Vl.xml,Poster,2020
dh0320,275_final-SCHUMACHER_Mareike_Social_Media__YouTube_und_Co__Multimedial.xml,Vortrag,2019
dh0321,276_final-KURZ_Stephan_Events__Modellierungen_und_Schnittstellen.xml,Panel,2020
dh0322,276_final-PROISL_Thomas_Dependenzbasierte_syntaktische_Komplexitätsma_.xml,Poster,2019
dh0323,278_final-HANNESSCHLAEGER_Vanessa_Forschung_öffnen__Möglichkeiten__Pot.xml,Poster,2019
dh0324,278_final-REUHL_Elisabeth_Keine_Panik__Manifest_für_Softwareentwicklun.xml,Poster,2020
dh0325,279_final-SCHNEIDER_Philipp_Diskursive_Strukturen_als_öffentliche_Spie.xml,Poster,2020
dh0326,279_final-WEICHSELBAUMER_Nikolaus_Automatic_Font_Group_Recognition_in_.xml,Vortrag,2019
dh0327,280_final-HERRMANN_J__Berenike____hungere_schon_nach_dem_nächsten_Band.xml,Vortrag,2020
dh0328,281_final-DUAN_Tinghui__Romantik__im_aktuellen_parteipolitischen_Disku.xml,Poster,2020
dh0329,281_final-HEDELAND_Hanna_Annotation_gesprochener_Daten_mit_WebAnno_MM.xml,Poster,2019
dh0330,282_final-MUKHAMETOV_Sergey_Interaktion_im_öffentlichen_Raum__Von_der_.xml,Vortrag,2019
dh0331,283_final-GERHARDS_Donata_Gutenberg_Biographics___der_Mainzer_Professo.xml,Poster,2019
dh0332,284_final-FRICKE_STEYER_Henrike_Digitales_Publizieren_im_Spiegel_der_Z.xml,Poster,2019
dh0333,284_final-GEIGER_Jonathan_Spielplätze_der_Theoriebildung_in_den_Digita.xml,Workshop,2020
dh0334,285_final-EFFINGER_Maria_Das_Werk_bildender_Künstler_innen_im_Kontext_.xml,Vortrag,2020
dh0335,286_final-HELLING_Patrick_Wie_es_Euch_gefällt__Perspektiven_wissenscha.xml,Panel,2019
dh0336,286_final-KEPPER_Johannes_Zu_den_Anforderungen_einer_musikalischen_Sti.xml,Vortrag,2020
dh0337,288_final-SCHLÖGL_Matthias_HistoGIS__Vom_Punkt_zur_Fläche_in_Raum_und_.xml,Vortrag,2019
dh0338,289_final-SCHOLGER_Martina_Das_Notizbuch_als_Ideenspeicher_und_Forschu.xml,Vortrag,2019
dh0339,290_final-SCHÜLLER_Daniel_Multimediale_Modelle_multimodaler_Kommunikat.xml,Poster,2019
dh0340,291_final-UHRIG_Peter_Eine_Infrastruktur_zur_Erforschung_multimodaler_.xml,Vortrag,2019
dh0341,292_final-KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml,Poster,2019
dh0342,293_final-MOISICH_Oliver_Multimedia_Markup_Editor__M3___Semi_Automatis.xml,Poster,2019
dh0343,294_final-MAYR_Eva_Visualisierung_zwischen_Pluralismus_und_Fragmentier.xml,Vortrag,2019
dh0344,ABRAMI_Giuseppe_Ontologiegestütze_geisteswissenschaftliche_Annotationen_mit_dem_OWLnotator.txt,Poster,2015
dh0345,AEHNLICH_Barbara_Das_Th_ringische_Flurnamenportal.xml,Poster,2023
dh0346,AEHNLICH_Barbara_Sprachwissenschaftliche_Untersuchungen_zum_Klagspiegel_Conrad_Heydens_(1436)_und_zum_Laienspiegel_Ulrich_Tenglers_(1511).txt,Poster,2015
dh0347,ALBANI_Benedetta_From_the_Secret_Archive_to_open_and_fair_ac.xml,Vortrag,2023
dh0348,ALSCHER_Stefan_Annotation_und_Analyse_des_literaturtheoretischen_und_kritischen_Diskurses_in_deutschsprachigen_Poetiken.txt,Poster,2015
dh0349,ALTHAGE_Melanie_Digitale_Methoden_kritisch_reflektieren___Di.xml,Poster,2023
dh0350,ALTHOF_Daniel__Neue_Wahlverwandtschaften.xml,Vortrag,2018
dh0351,ANDORFER_Peter_Forschungsdaten_in_Theorie_und_Praxis.txt,Poster,2015
dh0352,ANDORFER_Peter_TEIHencer___Enhance_your_TEI_Documents.xml,Poster,2018
dh0353,ANDRESEN_Melanie_Klassifikation_von_Figurenauf__und__abtritt.xml,Poster,2023
dh0354,ANDRESEN_Melanie_Sprachliche_Variation_in_der_Germanistik__e.xml,Vortrag,2018
dh0355,ARNOLD_Eckhart_Positivistischer_Methodenfetischismus_als_Ana.xml,Vortrag,2018
dh0356,ARZHANOV_Yuri_The_Glossarium.txt,unbekannt,2014
dh0357,ASCHAUER_Anna_Reisewege_in_Raum_und_Zeit.xml,Workshop,2018
dh0358,B_RGERMEISTER_Martina_Offene_Werkgenesen__Editionen_und_Arch.xml,Vortrag,2023
dh0359,BALCK_Sandra_Digitale_Editionen_von_historischen_Reiseberich.xml,Poster,2023
dh0360,BALCK_Sandra_Mit_den_Informationswissenschaften_von_Daten_zu_Erkenntnissen.txt,Poster,2015
dh0361,BAMBERG_Claudia__Zu_Rande_kommen___Ph_nomen_und_Pr_sentation.xml,Vortrag,2023
dh0362,BARABUCCI_Gioele__Funktionale_und_deklarative_Programmierung.xml,Vortrag,2018
dh0363,"BARTZ, Thomas_Disambiguierung_in_Suchtrefferlisten.txt",unbekannt,2014
dh0364,BARZEN_Johanna_Kostümsprachen_als_Mustersprachen.txt,unbekannt,2014
dh0365,BARZEN_Johanna_Muster_in_den_Geisteswissenschaften.txt,Poster,2015
dh0366,BARZEN_Johanna_SustainLife___Erhalt_lebender__digitaler_Syst.xml,Poster,2018
dh0367,BAUM_Constanze_Was_heißt_und_zu_welchem_Ende_produziert_man_ein_geisteswissenschaftliches_E-Journal.txt,Poster,2015
dh0368,BAUSI_Alessandro_Modellierung_eines_maschinell_lesbaren_Lexikons_für_das_Korpus_der_altäthiopischen_Literatur.txt,Poster,2015
dh0369,BECK_Jens_Was_Lesende_denken__Assoziationen_zu_B_chern_in_So.xml,Vortrag,2018
dh0370,BELL_Peter_Open_and_Closed_AI__Eine_Kunstkritik_k_nstlich_ge.xml,Vortrag,2023
dh0371,BIBER_Hanno_AAC_FACKEL_Das_Beispiel_einer_digitalen_Musteredition.txt,unbekannt,2014
dh0372,BIEHL_Theresia_Vernetzte_Korrespondenzen_Erforschung_und_Visualisierung_sozialer.txt,unbekannt,2014
dh0373,BIGALKE_Ben_Personen__und_Figurennetzwerke_in_Fernando_Pesso.xml,Poster,2018
dh0374,BINDER_Frank_GeoBib_Georeferenzierte_Online_Bibliographie_früher.txt,unbekannt,2014
dh0375,BINDER_Frank_GeoHumanities_Karten_Daten_Texte_in_den_digitalen_Geisteswissenschaften.txt,unbekannt,2014
dh0376,BISCHOFF_Kerstin_Herausforderungen_und_best_practices.txt,unbekannt,2014
dh0377,BLANKEN_Christine_Endstation_Digital___Herausforderung_Metad.xml,Vortrag,2018
dh0378,BLESSING_Andre_Automatische_Verfahren_zur_Bewertung_der_Relevanz_von_Dokumenten_für_geisteswissenschaftliche_Forschungsfragen.txt,Poster,2015
dh0379,BLESSING_Andre_NLP_meets_RegNLP_meets_Regesta_Imperii.xml,Poster,2018
dh0380,BLUMTRITT_Jonathan_Beginen_in_K_ln__Von_der_Textdatenbank_zu.xml,Poster,2023
dh0381,BLUMTRITT_Jonathan_Nutzerunterstützung_und_neueste_Entwicklu.xml,Workshop,2018
dh0382,BOENIG_Matthias_Ground_Truth__Grundwahrheit_oder_Ad_Hoc_L_su.xml,Vortrag,2018
dh0383,BÖGEL_Thomas_A_Flexible_NLP_Pipeline_for_Computational_Narratology.txt,unbekannt,2014
dh0384,BÖGEL_Thomas_An_End-To-End_Integration_of_Automatic_Annotations_into_CATMA.txt,Poster,2015
dh0385,BÖGEL_Tina_Auf_den_Weg_zur_Visualisierung_von_linguistischen_Mustern_der_Deliberation.txt,unbekannt,2014
dh0386,BOHL_Benjamin_Der_Gang_durch_die_Domänen.txt,Poster,2015
dh0387,BOREK_Luise_Netzwerk_Offenes_Mittelalter.xml,Poster,2023
dh0388,BÖRNER_Ingo_Cäsar_Flaischlens__Graphische_Litteratur_Tafel__.xml,Vortrag,2018
dh0389,BÖTTGER_Lucie_Wahrnehmung_und_digitale_Mustererkennung_am_Be.xml,Vortrag,2018
dh0390,BRCKEL_Oliver_eComparatio_Editionsvergleich.txt,Poster,2015
dh0391,BRNER_Ingo_Quantitative_Auffhrungsanalysen_zu_Stcken_Johann_Nestroys.txt,Poster,2015
dh0392,BRUDER_Daniel_Datenmodelle_zur_digitalen_Texterfassung__Comp.xml,Vortrag,2018
dh0393,BRUNNER_Annelen_KoMuX___Der_Kompositamuster_Explorer.xml,Poster,2023
dh0394,BRUNNER_Annelen_Projektvorstellung___Redewiedergabe__Eine_li.xml,Poster,2018
dh0395,BRYAN_Maximilian_Projekt_Altgyptische_Wrterbcher_im_Verbund_Digital_untersttze_Analyse_der_Entwicklung_gyptischer_Wrterbcher.txt,Poster,2015
dh0396,BUBENHOFER_Noah_Wissenschaft_ohne_Geist__Herausforderungen_d.xml,Vortrag,2018
dh0397,BUDDENBOHM_Stefan_Humanities_Data_Centre_grundlegende_Überlegungen_in_der_Designphase_eines_geisteswissenschaftlichen_Forschungsdatenzentrums.txt,Poster,2015
dh0398,BURCKHARDT_Daniel_Opening_Sources___modulare_Wege_zur_Quelle.xml,Panel,2023
dh0399,BURCKHARDT_Daniel_Schlüsseldokumente_zur_deutsch_jüdischen_G.xml,Poster,2018
dh0400,BÜRGERMEISTER_Martina__Software_Aging__in_den_DH__Kritik_des.xml,Vortrag,2018
dh0401,BURGHARDT_Manuel_Computergestützte_Film__und_Videoanalyse.xml,Panel,2018
dh0402,BURGHARDT_Manuel_Digital_Dylan___Computergestützte_Analyse_d.xml,Poster,2018
dh0403,BURGHARDT_Manuel_Empirische_Untersuchungen_zu_digitalen_geisteswissenschaftlichen_Arbeitspraktiken_an_der_Univers.txt,unbekannt,2014
dh0404,BURGHARDT_Manuel_FakeNarratives___First_Forays_in_Understand.xml,Vortrag,2023
dh0405,BURGHARDT_Manuel_StreetartFinder_Eine_Datenbank_zur_Dokumentation_von_Kunst_im_urbanen_Raum.txt,Poster,2015
dh0406,BURGHARDT_Manuel_Tool_Studies_2_0___Zum_Potenzial_von_Transf.xml,Vortrag,2023
dh0407,BURR_Elisabeth__Kinder_des_Buchdrucks__im_Digitalen_Zeitalte.xml,Poster,2018
dh0408,BUSCH_Hannah_Auf_der_Suche_nach_der_verlorenen_Materialit_t_.xml,Vortrag,2018
dh0409,CAESAR_Ingo_Die_Schule_von_Salamanca_Eine_digitale_Quellensammlung_und_ein_Wörterbuch.txt,unbekannt,2014
dh0410,CALVO_TELLO_Jos__GND_und_Normdaten_f_r_europ_ische_Literatur.xml,Vortrag,2023
dh0411,CAPELLE_Irmlind_Entwicklung_eines_MEI_und_TEI_basierten_Modells_kontextueller_Tiefenerschlieįung_von_Musikalienbeständen_am_Beispiel_des_Detmolder_Hoftheaters_im_19._Jahrhunderts.txt,Poster,2015
dh0412,CHANDNA_Swati_eCodicology_Mittelalterliche_Handschriften_als_Gegenstand.txt,unbekannt,2014
dh0413,CHIARCOS_Christian_New Technologies_for_Old_Germanic_Languages_Resources_and_Research_on_Parallel_Gospels.txt,unbekannt,2014
dh0414,CHIARCOS_Christian_Universal_Morphology_zwischen_Sprachtechn.xml,Poster,2018
dh0415,CHRIST_Andreas_Digitale_Interaktion_auf_Augenh_he___drei_Weg.xml,Poster,2023
dh0416,CIVIDINI_Iacopo_Zwischen_Ton_und_Textgenese_Digital_gestützte_Verfahren_zur_kritischen_Edition_von_Operntexten.txt,unbekannt,2014
dh0417,CUGLIANA_Elisa_Coding_editions__Computational_approaches_to_.xml,Vortrag,2023
dh0418,CZMIEL_Alexander_erschließen___verknüpfen___finden__Forschun.xml,Poster,2018
dh0419,CZMIEL_Alexander_Offen_f_r_Professionalisierung__Wie_Softwar.xml,Workshop,2023
dh0420,D_RFELD_Michael_ARS___Architecture_Research_Stage.xml,Poster,2023
dh0421,DAHNKE_Michael__Professionalisierung_der_Ausbildung_von_Geis.xml,Poster,2018
dh0422,DÄNGELI_Peter_Von_der_geschlossenen_Forschungsdatenbank_zur_.xml,Poster,2018
dh0423,DECLERCK_Thierry_Annotationen_für_die_automatisierte_Verarbeitung_von_Märchen.txt,Poster,2015
dh0424,DECLERCK_Thierry_Formalisierung_von_Märchen.xml,Poster,2018
dh0425,DEICKE_Aline_Living_Handbook__Digitale_Quellenkritik_.xml,Panel,2023
dh0426,DHd2022_112.xml,Workshop,2022
dh0427,DHd2022_113.xml,Vortrag,2022
dh0428,DHd2022_116.xml,Workshop,2022
dh0429,DHd2022_117.xml,Vortrag,2022
dh0430,DHd2022_118.xml,Workshop,2022
dh0431,DHd2022_119.xml,Vortrag,2022
dh0432,DHd2022_120.xml,Vortrag,2022
dh0433,DHd2022_123.xml,Poster,2022
dh0434,DHd2022_124.xml,DoctoralConsortium,2022
dh0435,DHd2022_126.xml,DoctoralConsortium,2022
dh0436,DHd2022_127.xml,Poster,2022
dh0437,DHd2022_129.xml,Poster,2022
dh0438,DHd2022_131.xml,Poster,2022
dh0439,DHd2022_132.xml,Poster,2022
dh0440,DHd2022_133.xml,Workshop,2022
dh0441,DHd2022_134.xml,Workshop,2022
dh0442,DHd2022_135.xml,Vortrag,2022
dh0443,DHd2022_136.xml,DoctoralConsortium,2022
dh0444,DHd2022_137.xml,Poster,2022
dh0445,DHd2022_138.xml,Workshop,2022
dh0446,DHd2022_139.xml,Poster,2022
dh0447,DHd2022_140.xml,Poster,2022
dh0448,DHd2022_141.xml,Poster,2022
dh0449,DHd2022_142.xml,Vortrag,2022
dh0450,DHd2022_143.xml,Vortrag,2022
dh0451,DHd2022_144.xml,Vortrag,2022
dh0452,DHd2022_147.xml,Poster,2022
dh0453,DHd2022_148.xml,Vortrag,2022
dh0454,DHd2022_153.xml,Poster,2022
dh0455,DHd2022_155.xml,Poster,2022
dh0456,DHd2022_157.xml,Poster,2022
dh0457,DHd2022_159.xml,Workshop,2022
dh0458,DHd2022_161.xml,Vortrag,2022
dh0459,DHd2022_163.xml,Poster,2022
dh0460,DHd2022_168.xml,Vortrag,2022
dh0461,DHd2022_170.xml,Poster,2022
dh0462,DHd2022_171.xml,Workshop,2022
dh0463,DHd2022_172.xml,Poster,2022
dh0464,DHd2022_173.xml,Workshop,2022
dh0465,DHd2022_175.xml,Poster,2022
dh0466,DHd2022_176.xml,Poster,2022
dh0467,DHd2022_177.xml,Vortrag,2022
dh0468,DHd2022_179.xml,DoctoralConsortium,2022
dh0469,DHd2022_180.xml,Vortrag,2022
dh0470,DHd2022_181.xml,Poster,2022
dh0471,DHd2022_183.xml,Vortrag,2022
dh0472,DHd2022_185.xml,Vortrag,2022
dh0473,DHd2022_188.xml,Vortrag,2022
dh0474,DHd2022_189.xml,Poster,2022
dh0475,DHd2022_191.xml,Poster,2022
dh0476,DHd2022_193.xml,Poster,2022
dh0477,DHd2022_194.xml,Poster,2022
dh0478,DHd2022_196.xml,Poster,2022
dh0479,DHd2022_199.xml,Vortrag,2022
dh0480,DHd2022_200.xml,Workshop,2022
dh0481,DHd2022_203.xml,DoctoralConsortium,2022
dh0482,DHd2022_204.xml,Vortrag,2022
dh0483,DHd2022_206.xml,Workshop,2022
dh0484,DHd2022_207.xml,Vortrag,2022
dh0485,DHd2022_208.xml,Panel,2022
dh0486,DHd2022_210.xml,Workshop,2022
dh0487,DHd2022_212.xml,Poster,2022
dh0488,DHd2022_213.xml,Vortrag,2022
dh0489,DHd2022_214.xml,Vortrag,2022
dh0490,DHd2022_220.xml,Poster,2022
dh0491,DHd2022_221.xml,Workshop,2022
dh0492,DHd2022_222.xml,DoctoralConsortium,2022
dh0493,DHd2022_224.xml,Poster,2022
dh0494,DHd2022_225.xml,Panel,2022
dh0495,DHd2022_226.xml,Poster,2022
dh0496,DHd2022_227.xml,Poster,2022
dh0497,DHd2022_228.xml,Workshop,2022
dh0498,DHd2022_229.xml,Poster,2022
dh0499,DHd2022_232.xml,Vortrag,2022
dh0500,DHd2022_233.xml,Vortrag,2022
dh0501,DHd2022_234.xml,Poster,2022
dh0502,DHd2022_235.xml,Vortrag,2022
dh0503,DHd2022_236.xml,Vortrag,2022
dh0504,DHd2022_237.xml,Poster,2022
dh0505,DHd2022_238.xml,Vortrag,2022
dh0506,DHd2022_239.xml,Vortrag,2022
dh0507,DHd2022_240.xml,Vortrag,2022
dh0508,DHd2022_241.xml,Vortrag,2022
dh0509,DHd2022_242.xml,Poster,2022
dh0510,DHd2022_243.xml,Panel,2022
dh0511,DHd2022_244.xml,Poster,2022
dh0512,DHd2022_245.xml,Vortrag,2022
dh0513,DHd2022_246.xml,Poster,2022
dh0514,DHd2022_249.xml,Vortrag,2022
dh0515,DHd2022_250.xml,Poster,2022
dh0516,DHd2022_251.xml,Poster,2022
dh0517,DHd2022_253.xml,Poster,2022
dh0518,DHd2022_254.xml,Workshop,2022
dh0519,DHd2022_255.xml,Poster,2022
dh0520,DHd2022_256.xml,Poster,2022
dh0521,DHd2022_257.xml,Vortrag,2022
dh0522,DHd2022_258.xml,Poster,2022
dh0523,DHd2022_259.xml,Poster,2022
dh0524,DHd2022_261.xml,Poster,2022
dh0525,DHd2022_263.xml,DoctoralConsortium,2022
